Pattern         		
IR_J-143_IR1_10 	ND_J-143_IR1_10 	Meter_J-143_IR1_10 
IR_J-143_IR1_30 	ND_J-143_IR1_30 	Meter_J-143_IR1_30 
IR_J-143_IR1_50 	ND_J-143_IR1_50 	Meter_J-143_IR1_50 
IR_J-143_IR1_70 	ND_J-143_IR1_70 	Meter_J-143_IR1_70 
IR_J-143_IR1_90 	ND_J-143_IR1_90 	Meter_J-143_IR1_90 
IR_J-143_IR1_110	ND_J-143_IR1_110	Meter_J-143_IR1_110
IR_J-143_IR1_130	ND_J-143_IR1_130	Meter_J-143_IR1_130
IR_J-143_IR1_150	ND_J-143_IR1_150	Meter_J-143_IR1_150
IR_J-143_IR1_170	ND_J-143_IR1_170	Meter_J-143_IR1_170
IR_J-143_IR1_190	ND_J-143_IR1_190	Meter_J-143_IR1_190
IR_J-143_IR1_210	ND_J-143_IR1_210	Meter_J-143_IR1_210
IR_J-143_IR1_230	ND_J-143_IR1_230	Meter_J-143_IR1_230
IR_J-143_IR1_250	ND_J-143_IR1_250	Meter_J-143_IR1_250
IR_J-143_IR1_270	ND_J-143_IR1_270	Meter_J-143_IR1_270
IR_J-143_IR1_290	ND_J-143_IR1_290	Meter_J-143_IR1_290
IR_J-143_IR1_310	ND_J-143_IR1_310	Meter_J-143_IR1_310
IR_J-143_IR1_330	ND_J-143_IR1_330	Meter_J-143_IR1_330
IR_J-143_IR1_350	ND_J-143_IR1_350	Meter_J-143_IR1_350
IR_J-136_IR1_10 	ND_J-136_IR1_10 	Meter_J-136_IR1_10 
IR_J-136_IR1_30 	ND_J-136_IR1_30 	Meter_J-136_IR1_30 
IR_J-136_IR1_50 	ND_J-136_IR1_50 	Meter_J-136_IR1_50 
IR_J-136_IR1_70 	ND_J-136_IR1_70 	Meter_J-136_IR1_70 
IR_J-136_IR1_90 	ND_J-136_IR1_90 	Meter_J-136_IR1_90 
IR_J-136_IR1_110	ND_J-136_IR1_110	Meter_J-136_IR1_110
IR_J-136_IR1_130	ND_J-136_IR1_130	Meter_J-136_IR1_130
IR_J-136_IR1_150	ND_J-136_IR1_150	Meter_J-136_IR1_150
IR_J-136_IR1_170	ND_J-136_IR1_170	Meter_J-136_IR1_170
IR_J-136_IR1_190	ND_J-136_IR1_190	Meter_J-136_IR1_190
IR_J-136_IR1_210	ND_J-136_IR1_210	Meter_J-136_IR1_210
IR_J-136_IR1_230	ND_J-136_IR1_230	Meter_J-136_IR1_230
IR_J-136_IR1_250	ND_J-136_IR1_250	Meter_J-136_IR1_250
IR_J-136_IR1_270	ND_J-136_IR1_270	Meter_J-136_IR1_270
IR_J-136_IR1_290	ND_J-136_IR1_290	Meter_J-136_IR1_290
IR_J-136_IR1_310	ND_J-136_IR1_310	Meter_J-136_IR1_310
IR_J-136_IR1_330	ND_J-136_IR1_330	Meter_J-136_IR1_330
IR_J-136_IR1_350	ND_J-136_IR1_350	Meter_J-136_IR1_350
IR_J-256_IR1_10 	ND_J-256_IR1_10 	Meter_J-256_IR1_10 
IR_J-256_IR1_30 	ND_J-256_IR1_30 	Meter_J-256_IR1_30 
IR_J-256_IR1_50 	ND_J-256_IR1_50 	Meter_J-256_IR1_50 
IR_J-256_IR1_70 	ND_J-256_IR1_70 	Meter_J-256_IR1_70 
IR_J-256_IR1_90 	ND_J-256_IR1_90 	Meter_J-256_IR1_90 
IR_J-256_IR1_110	ND_J-256_IR1_110	Meter_J-256_IR1_110
IR_J-256_IR1_130	ND_J-256_IR1_130	Meter_J-256_IR1_130
IR_J-256_IR1_150	ND_J-256_IR1_150	Meter_J-256_IR1_150
IR_J-256_IR1_170	ND_J-256_IR1_170	Meter_J-256_IR1_170
IR_J-256_IR1_190	ND_J-256_IR1_190	Meter_J-256_IR1_190
IR_J-256_IR1_210	ND_J-256_IR1_210	Meter_J-256_IR1_210
IR_J-256_IR1_230	ND_J-256_IR1_230	Meter_J-256_IR1_230
IR_J-256_IR1_250	ND_J-256_IR1_250	Meter_J-256_IR1_250
IR_J-256_IR1_270	ND_J-256_IR1_270	Meter_J-256_IR1_270
IR_J-256_IR1_290	ND_J-256_IR1_290	Meter_J-256_IR1_290
IR_J-256_IR1_310	ND_J-256_IR1_310	Meter_J-256_IR1_310
IR_J-256_IR1_330	ND_J-256_IR1_330	Meter_J-256_IR1_330
IR_J-256_IR1_350	ND_J-256_IR1_350	Meter_J-256_IR1_350
IR_J-72_IR1_10  	ND_J-72_IR1_10  	Meter_J-72_IR1_10  
IR_J-72_IR1_30  	ND_J-72_IR1_30  	Meter_J-72_IR1_30  
IR_J-72_IR1_50  	ND_J-72_IR1_50  	Meter_J-72_IR1_50  
IR_J-72_IR1_70  	ND_J-72_IR1_70  	Meter_J-72_IR1_70  
IR_J-72_IR1_90  	ND_J-72_IR1_90  	Meter_J-72_IR1_90  
IR_J-72_IR1_110 	ND_J-72_IR1_110 	Meter_J-72_IR1_110 
IR_J-72_IR1_130 	ND_J-72_IR1_130 	Meter_J-72_IR1_130 
IR_J-72_IR1_150 	ND_J-72_IR1_150 	Meter_J-72_IR1_150 
IR_J-72_IR1_170 	ND_J-72_IR1_170 	Meter_J-72_IR1_170 
IR_J-72_IR1_190 	ND_J-72_IR1_190 	Meter_J-72_IR1_190 
IR_J-72_IR1_210 	ND_J-72_IR1_210 	Meter_J-72_IR1_210 
IR_J-72_IR1_230 	ND_J-72_IR1_230 	Meter_J-72_IR1_230 
IR_J-72_IR1_250 	ND_J-72_IR1_250 	Meter_J-72_IR1_250 
IR_J-72_IR1_270 	ND_J-72_IR1_270 	Meter_J-72_IR1_270 
IR_J-72_IR1_290 	ND_J-72_IR1_290 	Meter_J-72_IR1_290 
IR_J-72_IR1_310 	ND_J-72_IR1_310 	Meter_J-72_IR1_310 
IR_J-72_IR1_330 	ND_J-72_IR1_330 	Meter_J-72_IR1_330 
IR_J-72_IR1_350 	ND_J-72_IR1_350 	Meter_J-72_IR1_350 
IR_J-142_IR1_10 	ND_J-142_IR1_10 	Meter_J-142_IR1_10 
IR_J-142_IR1_30 	ND_J-142_IR1_30 	Meter_J-142_IR1_30 
IR_J-142_IR1_50 	ND_J-142_IR1_50 	Meter_J-142_IR1_50 
IR_J-142_IR1_70 	ND_J-142_IR1_70 	Meter_J-142_IR1_70 
IR_J-142_IR1_90 	ND_J-142_IR1_90 	Meter_J-142_IR1_90 
IR_J-142_IR1_110	ND_J-142_IR1_110	Meter_J-142_IR1_110
IR_J-142_IR1_130	ND_J-142_IR1_130	Meter_J-142_IR1_130
IR_J-142_IR1_150	ND_J-142_IR1_150	Meter_J-142_IR1_150
IR_J-142_IR1_170	ND_J-142_IR1_170	Meter_J-142_IR1_170
IR_J-142_IR1_190	ND_J-142_IR1_190	Meter_J-142_IR1_190
IR_J-142_IR1_210	ND_J-142_IR1_210	Meter_J-142_IR1_210
IR_J-142_IR1_230	ND_J-142_IR1_230	Meter_J-142_IR1_230
IR_J-142_IR1_250	ND_J-142_IR1_250	Meter_J-142_IR1_250
IR_J-142_IR1_270	ND_J-142_IR1_270	Meter_J-142_IR1_270
IR_J-142_IR1_290	ND_J-142_IR1_290	Meter_J-142_IR1_290
IR_J-142_IR1_310	ND_J-142_IR1_310	Meter_J-142_IR1_310
IR_J-142_IR1_330	ND_J-142_IR1_330	Meter_J-142_IR1_330
IR_J-142_IR1_350	ND_J-142_IR1_350	Meter_J-142_IR1_350
IR_J-79_IR1_10  	ND_J-79_IR1_10  	Meter_J-79_IR1_10  
IR_J-79_IR1_30  	ND_J-79_IR1_30  	Meter_J-79_IR1_30  
IR_J-79_IR1_50  	ND_J-79_IR1_50  	Meter_J-79_IR1_50  
IR_J-79_IR1_70  	ND_J-79_IR1_70  	Meter_J-79_IR1_70  
IR_J-79_IR1_90  	ND_J-79_IR1_90  	Meter_J-79_IR1_90  
IR_J-79_IR1_110 	ND_J-79_IR1_110 	Meter_J-79_IR1_110 
IR_J-79_IR1_130 	ND_J-79_IR1_130 	Meter_J-79_IR1_130 
IR_J-79_IR1_150 	ND_J-79_IR1_150 	Meter_J-79_IR1_150 
IR_J-79_IR1_170 	ND_J-79_IR1_170 	Meter_J-79_IR1_170 
IR_J-79_IR1_190 	ND_J-79_IR1_190 	Meter_J-79_IR1_190 
IR_J-79_IR1_210 	ND_J-79_IR1_210 	Meter_J-79_IR1_210 
IR_J-79_IR1_230 	ND_J-79_IR1_230 	Meter_J-79_IR1_230 
IR_J-79_IR1_250 	ND_J-79_IR1_250 	Meter_J-79_IR1_250 
IR_J-79_IR1_270 	ND_J-79_IR1_270 	Meter_J-79_IR1_270 
IR_J-79_IR1_290 	ND_J-79_IR1_290 	Meter_J-79_IR1_290 
IR_J-79_IR1_310 	ND_J-79_IR1_310 	Meter_J-79_IR1_310 
IR_J-79_IR1_330 	ND_J-79_IR1_330 	Meter_J-79_IR1_330 
IR_J-79_IR1_350 	ND_J-79_IR1_350 	Meter_J-79_IR1_350 
IR_J-169_IR1_10 	ND_J-169_IR1_10 	Meter_J-169_IR1_10 
IR_J-169_IR1_30 	ND_J-169_IR1_30 	Meter_J-169_IR1_30 
IR_J-169_IR1_50 	ND_J-169_IR1_50 	Meter_J-169_IR1_50 
IR_J-169_IR1_70 	ND_J-169_IR1_70 	Meter_J-169_IR1_70 
IR_J-169_IR1_90 	ND_J-169_IR1_90 	Meter_J-169_IR1_90 
IR_J-169_IR1_110	ND_J-169_IR1_110	Meter_J-169_IR1_110
IR_J-169_IR1_130	ND_J-169_IR1_130	Meter_J-169_IR1_130
IR_J-169_IR1_150	ND_J-169_IR1_150	Meter_J-169_IR1_150
IR_J-169_IR1_170	ND_J-169_IR1_170	Meter_J-169_IR1_170
IR_J-169_IR1_190	ND_J-169_IR1_190	Meter_J-169_IR1_190
IR_J-169_IR1_210	ND_J-169_IR1_210	Meter_J-169_IR1_210
IR_J-169_IR1_230	ND_J-169_IR1_230	Meter_J-169_IR1_230
IR_J-169_IR1_250	ND_J-169_IR1_250	Meter_J-169_IR1_250
IR_J-169_IR1_270	ND_J-169_IR1_270	Meter_J-169_IR1_270
IR_J-169_IR1_290	ND_J-169_IR1_290	Meter_J-169_IR1_290
IR_J-169_IR1_310	ND_J-169_IR1_310	Meter_J-169_IR1_310
IR_J-169_IR1_330	ND_J-169_IR1_330	Meter_J-169_IR1_330
IR_J-169_IR1_350	ND_J-169_IR1_350	Meter_J-169_IR1_350
IR_J-301_IR1_10 	ND_J-301_IR1_10 	Meter_J-301_IR1_10 
IR_J-301_IR1_30 	ND_J-301_IR1_30 	Meter_J-301_IR1_30 
IR_J-301_IR1_50 	ND_J-301_IR1_50 	Meter_J-301_IR1_50 
IR_J-301_IR1_70 	ND_J-301_IR1_70 	Meter_J-301_IR1_70 
IR_J-301_IR1_90 	ND_J-301_IR1_90 	Meter_J-301_IR1_90 
IR_J-301_IR1_110	ND_J-301_IR1_110	Meter_J-301_IR1_110
IR_J-301_IR1_130	ND_J-301_IR1_130	Meter_J-301_IR1_130
IR_J-301_IR1_150	ND_J-301_IR1_150	Meter_J-301_IR1_150
IR_J-301_IR1_170	ND_J-301_IR1_170	Meter_J-301_IR1_170
IR_J-301_IR1_190	ND_J-301_IR1_190	Meter_J-301_IR1_190
IR_J-301_IR1_210	ND_J-301_IR1_210	Meter_J-301_IR1_210
IR_J-301_IR1_230	ND_J-301_IR1_230	Meter_J-301_IR1_230
IR_J-301_IR1_250	ND_J-301_IR1_250	Meter_J-301_IR1_250
IR_J-301_IR1_270	ND_J-301_IR1_270	Meter_J-301_IR1_270
IR_J-301_IR1_290	ND_J-301_IR1_290	Meter_J-301_IR1_290
IR_J-301_IR1_310	ND_J-301_IR1_310	Meter_J-301_IR1_310
IR_J-301_IR1_330	ND_J-301_IR1_330	Meter_J-301_IR1_330
IR_J-301_IR1_350	ND_J-301_IR1_350	Meter_J-301_IR1_350
IR_J-111_IR1_10 	ND_J-111_IR1_10 	Meter_J-111_IR1_10 
IR_J-111_IR1_30 	ND_J-111_IR1_30 	Meter_J-111_IR1_30 
IR_J-111_IR1_50 	ND_J-111_IR1_50 	Meter_J-111_IR1_50 
IR_J-111_IR1_70 	ND_J-111_IR1_70 	Meter_J-111_IR1_70 
IR_J-111_IR1_90 	ND_J-111_IR1_90 	Meter_J-111_IR1_90 
IR_J-111_IR1_110	ND_J-111_IR1_110	Meter_J-111_IR1_110
IR_J-111_IR1_130	ND_J-111_IR1_130	Meter_J-111_IR1_130
IR_J-111_IR1_150	ND_J-111_IR1_150	Meter_J-111_IR1_150
IR_J-111_IR1_170	ND_J-111_IR1_170	Meter_J-111_IR1_170
IR_J-111_IR1_190	ND_J-111_IR1_190	Meter_J-111_IR1_190
IR_J-111_IR1_210	ND_J-111_IR1_210	Meter_J-111_IR1_210
IR_J-111_IR1_230	ND_J-111_IR1_230	Meter_J-111_IR1_230
IR_J-111_IR1_250	ND_J-111_IR1_250	Meter_J-111_IR1_250
IR_J-111_IR1_270	ND_J-111_IR1_270	Meter_J-111_IR1_270
IR_J-111_IR1_290	ND_J-111_IR1_290	Meter_J-111_IR1_290
IR_J-111_IR1_310	ND_J-111_IR1_310	Meter_J-111_IR1_310
IR_J-111_IR1_330	ND_J-111_IR1_330	Meter_J-111_IR1_330
IR_J-111_IR1_350	ND_J-111_IR1_350	Meter_J-111_IR1_350
IR_J-104_IR1_10 	ND_J-104_IR1_10 	Meter_J-104_IR1_10 
IR_J-104_IR1_30 	ND_J-104_IR1_30 	Meter_J-104_IR1_30 
IR_J-104_IR1_50 	ND_J-104_IR1_50 	Meter_J-104_IR1_50 
IR_J-104_IR1_70 	ND_J-104_IR1_70 	Meter_J-104_IR1_70 
IR_J-104_IR1_90 	ND_J-104_IR1_90 	Meter_J-104_IR1_90 
IR_J-104_IR1_110	ND_J-104_IR1_110	Meter_J-104_IR1_110
IR_J-104_IR1_130	ND_J-104_IR1_130	Meter_J-104_IR1_130
IR_J-104_IR1_150	ND_J-104_IR1_150	Meter_J-104_IR1_150
IR_J-104_IR1_170	ND_J-104_IR1_170	Meter_J-104_IR1_170
IR_J-104_IR1_190	ND_J-104_IR1_190	Meter_J-104_IR1_190
IR_J-104_IR1_210	ND_J-104_IR1_210	Meter_J-104_IR1_210
IR_J-104_IR1_230	ND_J-104_IR1_230	Meter_J-104_IR1_230
IR_J-104_IR1_250	ND_J-104_IR1_250	Meter_J-104_IR1_250
IR_J-104_IR1_270	ND_J-104_IR1_270	Meter_J-104_IR1_270
IR_J-104_IR1_290	ND_J-104_IR1_290	Meter_J-104_IR1_290
IR_J-104_IR1_310	ND_J-104_IR1_310	Meter_J-104_IR1_310
IR_J-104_IR1_330	ND_J-104_IR1_330	Meter_J-104_IR1_330
IR_J-104_IR1_350	ND_J-104_IR1_350	Meter_J-104_IR1_350
IR_J-46_IR1_10  	ND_J-46_IR1_10  	Meter_J-46_IR1_10  
IR_J-46_IR1_30  	ND_J-46_IR1_30  	Meter_J-46_IR1_30  
IR_J-46_IR1_50  	ND_J-46_IR1_50  	Meter_J-46_IR1_50  
IR_J-46_IR1_70  	ND_J-46_IR1_70  	Meter_J-46_IR1_70  
IR_J-46_IR1_90  	ND_J-46_IR1_90  	Meter_J-46_IR1_90  
IR_J-46_IR1_110 	ND_J-46_IR1_110 	Meter_J-46_IR1_110 
IR_J-46_IR1_130 	ND_J-46_IR1_130 	Meter_J-46_IR1_130 
IR_J-46_IR1_150 	ND_J-46_IR1_150 	Meter_J-46_IR1_150 
IR_J-46_IR1_170 	ND_J-46_IR1_170 	Meter_J-46_IR1_170 
IR_J-46_IR1_190 	ND_J-46_IR1_190 	Meter_J-46_IR1_190 
IR_J-46_IR1_210 	ND_J-46_IR1_210 	Meter_J-46_IR1_210 
IR_J-46_IR1_230 	ND_J-46_IR1_230 	Meter_J-46_IR1_230 
IR_J-46_IR1_250 	ND_J-46_IR1_250 	Meter_J-46_IR1_250 
IR_J-46_IR1_270 	ND_J-46_IR1_270 	Meter_J-46_IR1_270 
IR_J-46_IR1_290 	ND_J-46_IR1_290 	Meter_J-46_IR1_290 
IR_J-46_IR1_310 	ND_J-46_IR1_310 	Meter_J-46_IR1_310 
IR_J-46_IR1_330 	ND_J-46_IR1_330 	Meter_J-46_IR1_330 
IR_J-46_IR1_350 	ND_J-46_IR1_350 	Meter_J-46_IR1_350 
IR_J-196_IR1_10 	ND_J-196_IR1_10 	Meter_J-196_IR1_10 
IR_J-196_IR1_30 	ND_J-196_IR1_30 	Meter_J-196_IR1_30 
IR_J-196_IR1_50 	ND_J-196_IR1_50 	Meter_J-196_IR1_50 
IR_J-196_IR1_70 	ND_J-196_IR1_70 	Meter_J-196_IR1_70 
IR_J-196_IR1_90 	ND_J-196_IR1_90 	Meter_J-196_IR1_90 
IR_J-196_IR1_110	ND_J-196_IR1_110	Meter_J-196_IR1_110
IR_J-196_IR1_130	ND_J-196_IR1_130	Meter_J-196_IR1_130
IR_J-196_IR1_150	ND_J-196_IR1_150	Meter_J-196_IR1_150
IR_J-196_IR1_170	ND_J-196_IR1_170	Meter_J-196_IR1_170
IR_J-196_IR1_190	ND_J-196_IR1_190	Meter_J-196_IR1_190
IR_J-196_IR1_210	ND_J-196_IR1_210	Meter_J-196_IR1_210
IR_J-196_IR1_230	ND_J-196_IR1_230	Meter_J-196_IR1_230
IR_J-196_IR1_250	ND_J-196_IR1_250	Meter_J-196_IR1_250
IR_J-196_IR1_270	ND_J-196_IR1_270	Meter_J-196_IR1_270
IR_J-196_IR1_290	ND_J-196_IR1_290	Meter_J-196_IR1_290
IR_J-196_IR1_310	ND_J-196_IR1_310	Meter_J-196_IR1_310
IR_J-196_IR1_330	ND_J-196_IR1_330	Meter_J-196_IR1_330
IR_J-196_IR1_350	ND_J-196_IR1_350	Meter_J-196_IR1_350
IR_J-172_IR1_10 	ND_J-172_IR1_10 	Meter_J-172_IR1_10 
IR_J-172_IR1_30 	ND_J-172_IR1_30 	Meter_J-172_IR1_30 
IR_J-172_IR1_50 	ND_J-172_IR1_50 	Meter_J-172_IR1_50 
IR_J-172_IR1_70 	ND_J-172_IR1_70 	Meter_J-172_IR1_70 
IR_J-172_IR1_90 	ND_J-172_IR1_90 	Meter_J-172_IR1_90 
IR_J-172_IR1_110	ND_J-172_IR1_110	Meter_J-172_IR1_110
IR_J-172_IR1_130	ND_J-172_IR1_130	Meter_J-172_IR1_130
IR_J-172_IR1_150	ND_J-172_IR1_150	Meter_J-172_IR1_150
IR_J-172_IR1_170	ND_J-172_IR1_170	Meter_J-172_IR1_170
IR_J-172_IR1_190	ND_J-172_IR1_190	Meter_J-172_IR1_190
IR_J-172_IR1_210	ND_J-172_IR1_210	Meter_J-172_IR1_210
IR_J-172_IR1_230	ND_J-172_IR1_230	Meter_J-172_IR1_230
IR_J-172_IR1_250	ND_J-172_IR1_250	Meter_J-172_IR1_250
IR_J-172_IR1_270	ND_J-172_IR1_270	Meter_J-172_IR1_270
IR_J-172_IR1_290	ND_J-172_IR1_290	Meter_J-172_IR1_290
IR_J-172_IR1_310	ND_J-172_IR1_310	Meter_J-172_IR1_310
IR_J-172_IR1_330	ND_J-172_IR1_330	Meter_J-172_IR1_330
IR_J-172_IR1_350	ND_J-172_IR1_350	Meter_J-172_IR1_350
IR_J-114_IR1_10 	ND_J-114_IR1_10 	Meter_J-114_IR1_10 
IR_J-114_IR1_30 	ND_J-114_IR1_30 	Meter_J-114_IR1_30 
IR_J-114_IR1_50 	ND_J-114_IR1_50 	Meter_J-114_IR1_50 
IR_J-114_IR1_70 	ND_J-114_IR1_70 	Meter_J-114_IR1_70 
IR_J-114_IR1_90 	ND_J-114_IR1_90 	Meter_J-114_IR1_90 
IR_J-114_IR1_110	ND_J-114_IR1_110	Meter_J-114_IR1_110
IR_J-114_IR1_130	ND_J-114_IR1_130	Meter_J-114_IR1_130
IR_J-114_IR1_150	ND_J-114_IR1_150	Meter_J-114_IR1_150
IR_J-114_IR1_170	ND_J-114_IR1_170	Meter_J-114_IR1_170
IR_J-114_IR1_190	ND_J-114_IR1_190	Meter_J-114_IR1_190
IR_J-114_IR1_210	ND_J-114_IR1_210	Meter_J-114_IR1_210
IR_J-114_IR1_230	ND_J-114_IR1_230	Meter_J-114_IR1_230
IR_J-114_IR1_250	ND_J-114_IR1_250	Meter_J-114_IR1_250
IR_J-114_IR1_270	ND_J-114_IR1_270	Meter_J-114_IR1_270
IR_J-114_IR1_290	ND_J-114_IR1_290	Meter_J-114_IR1_290
IR_J-114_IR1_310	ND_J-114_IR1_310	Meter_J-114_IR1_310
IR_J-114_IR1_330	ND_J-114_IR1_330	Meter_J-114_IR1_330
IR_J-114_IR1_350	ND_J-114_IR1_350	Meter_J-114_IR1_350
IR_J-77_IR1_10  	ND_J-77_IR1_10  	Meter_J-77_IR1_10  
IR_J-77_IR1_30  	ND_J-77_IR1_30  	Meter_J-77_IR1_30  
IR_J-77_IR1_50  	ND_J-77_IR1_50  	Meter_J-77_IR1_50  
IR_J-77_IR1_70  	ND_J-77_IR1_70  	Meter_J-77_IR1_70  
IR_J-77_IR1_90  	ND_J-77_IR1_90  	Meter_J-77_IR1_90  
IR_J-77_IR1_110 	ND_J-77_IR1_110 	Meter_J-77_IR1_110 
IR_J-77_IR1_130 	ND_J-77_IR1_130 	Meter_J-77_IR1_130 
IR_J-77_IR1_150 	ND_J-77_IR1_150 	Meter_J-77_IR1_150 
IR_J-77_IR1_170 	ND_J-77_IR1_170 	Meter_J-77_IR1_170 
IR_J-77_IR1_190 	ND_J-77_IR1_190 	Meter_J-77_IR1_190 
IR_J-77_IR1_210 	ND_J-77_IR1_210 	Meter_J-77_IR1_210 
IR_J-77_IR1_230 	ND_J-77_IR1_230 	Meter_J-77_IR1_230 
IR_J-77_IR1_250 	ND_J-77_IR1_250 	Meter_J-77_IR1_250 
IR_J-77_IR1_270 	ND_J-77_IR1_270 	Meter_J-77_IR1_270 
IR_J-77_IR1_290 	ND_J-77_IR1_290 	Meter_J-77_IR1_290 
IR_J-77_IR1_310 	ND_J-77_IR1_310 	Meter_J-77_IR1_310 
IR_J-77_IR1_330 	ND_J-77_IR1_330 	Meter_J-77_IR1_330 
IR_J-77_IR1_350 	ND_J-77_IR1_350 	Meter_J-77_IR1_350 
IR_J-153_IR1_10 	ND_J-153_IR1_10 	Meter_J-153_IR1_10 
IR_J-153_IR1_30 	ND_J-153_IR1_30 	Meter_J-153_IR1_30 
IR_J-153_IR1_50 	ND_J-153_IR1_50 	Meter_J-153_IR1_50 
IR_J-153_IR1_70 	ND_J-153_IR1_70 	Meter_J-153_IR1_70 
IR_J-153_IR1_90 	ND_J-153_IR1_90 	Meter_J-153_IR1_90 
IR_J-153_IR1_110	ND_J-153_IR1_110	Meter_J-153_IR1_110
IR_J-153_IR1_130	ND_J-153_IR1_130	Meter_J-153_IR1_130
IR_J-153_IR1_150	ND_J-153_IR1_150	Meter_J-153_IR1_150
IR_J-153_IR1_170	ND_J-153_IR1_170	Meter_J-153_IR1_170
IR_J-153_IR1_190	ND_J-153_IR1_190	Meter_J-153_IR1_190
IR_J-153_IR1_210	ND_J-153_IR1_210	Meter_J-153_IR1_210
IR_J-153_IR1_230	ND_J-153_IR1_230	Meter_J-153_IR1_230
IR_J-153_IR1_250	ND_J-153_IR1_250	Meter_J-153_IR1_250
IR_J-153_IR1_270	ND_J-153_IR1_270	Meter_J-153_IR1_270
IR_J-153_IR1_290	ND_J-153_IR1_290	Meter_J-153_IR1_290
IR_J-153_IR1_310	ND_J-153_IR1_310	Meter_J-153_IR1_310
IR_J-153_IR1_330	ND_J-153_IR1_330	Meter_J-153_IR1_330
IR_J-153_IR1_350	ND_J-153_IR1_350	Meter_J-153_IR1_350
IR_J-126_IR1_10 	ND_J-126_IR1_10 	Meter_J-126_IR1_10 
IR_J-126_IR1_30 	ND_J-126_IR1_30 	Meter_J-126_IR1_30 
IR_J-126_IR1_50 	ND_J-126_IR1_50 	Meter_J-126_IR1_50 
IR_J-126_IR1_70 	ND_J-126_IR1_70 	Meter_J-126_IR1_70 
IR_J-126_IR1_90 	ND_J-126_IR1_90 	Meter_J-126_IR1_90 
IR_J-126_IR1_110	ND_J-126_IR1_110	Meter_J-126_IR1_110
IR_J-126_IR1_130	ND_J-126_IR1_130	Meter_J-126_IR1_130
IR_J-126_IR1_150	ND_J-126_IR1_150	Meter_J-126_IR1_150
IR_J-126_IR1_170	ND_J-126_IR1_170	Meter_J-126_IR1_170
IR_J-126_IR1_190	ND_J-126_IR1_190	Meter_J-126_IR1_190
IR_J-126_IR1_210	ND_J-126_IR1_210	Meter_J-126_IR1_210
IR_J-126_IR1_230	ND_J-126_IR1_230	Meter_J-126_IR1_230
IR_J-126_IR1_250	ND_J-126_IR1_250	Meter_J-126_IR1_250
IR_J-126_IR1_270	ND_J-126_IR1_270	Meter_J-126_IR1_270
IR_J-126_IR1_290	ND_J-126_IR1_290	Meter_J-126_IR1_290
IR_J-126_IR1_310	ND_J-126_IR1_310	Meter_J-126_IR1_310
IR_J-126_IR1_330	ND_J-126_IR1_330	Meter_J-126_IR1_330
IR_J-126_IR1_350	ND_J-126_IR1_350	Meter_J-126_IR1_350
IR_J-67_IR1_10  	ND_J-67_IR1_10  	Meter_J-67_IR1_10  
IR_J-67_IR1_30  	ND_J-67_IR1_30  	Meter_J-67_IR1_30  
IR_J-67_IR1_50  	ND_J-67_IR1_50  	Meter_J-67_IR1_50  
IR_J-67_IR1_70  	ND_J-67_IR1_70  	Meter_J-67_IR1_70  
IR_J-67_IR1_90  	ND_J-67_IR1_90  	Meter_J-67_IR1_90  
IR_J-67_IR1_110 	ND_J-67_IR1_110 	Meter_J-67_IR1_110 
IR_J-67_IR1_130 	ND_J-67_IR1_130 	Meter_J-67_IR1_130 
IR_J-67_IR1_150 	ND_J-67_IR1_150 	Meter_J-67_IR1_150 
IR_J-67_IR1_170 	ND_J-67_IR1_170 	Meter_J-67_IR1_170 
IR_J-67_IR1_190 	ND_J-67_IR1_190 	Meter_J-67_IR1_190 
IR_J-67_IR1_210 	ND_J-67_IR1_210 	Meter_J-67_IR1_210 
IR_J-67_IR1_230 	ND_J-67_IR1_230 	Meter_J-67_IR1_230 
IR_J-67_IR1_250 	ND_J-67_IR1_250 	Meter_J-67_IR1_250 
IR_J-67_IR1_270 	ND_J-67_IR1_270 	Meter_J-67_IR1_270 
IR_J-67_IR1_290 	ND_J-67_IR1_290 	Meter_J-67_IR1_290 
IR_J-67_IR1_310 	ND_J-67_IR1_310 	Meter_J-67_IR1_310 
IR_J-67_IR1_330 	ND_J-67_IR1_330 	Meter_J-67_IR1_330 
IR_J-67_IR1_350 	ND_J-67_IR1_350 	Meter_J-67_IR1_350 
IR_J-148_IR1_10 	ND_J-148_IR1_10 	Meter_J-148_IR1_10 
IR_J-148_IR1_30 	ND_J-148_IR1_30 	Meter_J-148_IR1_30 
IR_J-148_IR1_50 	ND_J-148_IR1_50 	Meter_J-148_IR1_50 
IR_J-148_IR1_70 	ND_J-148_IR1_70 	Meter_J-148_IR1_70 
IR_J-148_IR1_90 	ND_J-148_IR1_90 	Meter_J-148_IR1_90 
IR_J-148_IR1_110	ND_J-148_IR1_110	Meter_J-148_IR1_110
IR_J-148_IR1_130	ND_J-148_IR1_130	Meter_J-148_IR1_130
IR_J-148_IR1_150	ND_J-148_IR1_150	Meter_J-148_IR1_150
IR_J-148_IR1_170	ND_J-148_IR1_170	Meter_J-148_IR1_170
IR_J-148_IR1_190	ND_J-148_IR1_190	Meter_J-148_IR1_190
IR_J-148_IR1_210	ND_J-148_IR1_210	Meter_J-148_IR1_210
IR_J-148_IR1_230	ND_J-148_IR1_230	Meter_J-148_IR1_230
IR_J-148_IR1_250	ND_J-148_IR1_250	Meter_J-148_IR1_250
